id,submission_id,question_id,answer_raw,answer_score,answer_text_en,answer_text_fr,is_list
21,3,IA-22,"The system can automate the approval of the eligibility portion of certain visitor record applications. For these applications, the system determines only that the applicant is eligible before the application is sent to an officer to screen for admissibility. In cases where eligibility is auto-approved, officers continue to make the admissibility determination and the final decision on each application. If an officer encounters information in the course of their admissibility assessment that may affect the positive eligibility determination of an application, they may revisit the eligibility determination. 

For applications that do not have the eligibility portion automatically approved by the system, both the eligibility and admissibility portions are done manually by officers. The automated system makes no recommendations regarding eligibility. Consequently, final decisions to approve or refuse are based wholly on manual review by experienced officers.

The system never refuses applications, nor does it recommend refusals.

All applications continue to receive an individualized assessment. ",,"The system can automate the approval of the eligibility portion of certain visitor record applications. For these applications, the system determines only that the applicant is eligible before the application is sent to an officer to screen for admissibility. In cases where eligibility is auto-approved, officers continue to make the admissibility determination and the final decision on each application. If an officer encounters information in the course of their admissibility assessment that may affect the positive eligibility determination of an application, they may revisit the eligibility determination. 

For applications that do not have the eligibility portion automatically approved by the system, both the eligibility and admissibility portions are done manually by officers. The automated system makes no recommendations regarding eligibility. Consequently, final decisions to approve or refuse are based wholly on manual review by experienced officers.

The system never refuses applications, nor does it recommend refusals.

All applications continue to receive an individualized assessment. ","Le système peut automatiser l'approbation de la partie recevabilité de certaines demandes de fiche du visiteur. Pour ces demandes, le système détermine seulement si le demandeur est recevable avant que la demande ne soit envoyée à un agent pour vérifier s’il y a interdiction de territoire. Dans les cas où la recevabilité est approuvée automatiquement, les agents continuent de vérifier s’il y a interdiction de territoire et de prendre la décision
finale sur chaque demande. Si un agent découvre, au cours de la vérification de l’interdiction de territoire, des renseignements pouvant avoir une incidence
sur la détermination positive de la recevabilité d'une demande, il peut revoir la détermination de la recevabilité.

Pour les demandes dont la partie recevabilité n'est pas automatiquement
approuvée par le système, les parties recevabilité et interdiction de territoire
sont traitées manuellement par les agents. Le système automatisé ne fait
aucune recommandation concernant la recevabilité. Par conséquent, les décisions finales d’approbation ou de refus reposent entièrement sur un examen manuel par des agents expérimentés.

Le système ne refuse jamais les demandes, ni ne recommande de refus.",false
22,3,IA-23,item6-1,,,,true
23,3,IA-26,item1-4,4,,,false
24,3,IA-27,item1-1,1,item1-1,,false
25,3,IA-28,item2-2,2,item2-2,,false
26,3,IA-29,item1-4,4,,,false
27,3,IA-31,item1-1,1,,,false
28,3,IA-32,"Visitor records are temporary and do not entitle the holder to work, study or immigrate to Canada. A negative decision may impact a client's travel plans or ability to remain in Canada. This impact, however, is likely to be temporary as clients whose application is refused can re-apply. IRCC approves many clients with prior refusals. The impact of most refusals is not perpetual. However, it should be noted that although the system will automate the approval of the eligibility of some clients, it will not make nor recommend any decisions to refuse. Officers will continue to make all decisions related to admissibility and all final decisions to approve or refuse.",,,,false
29,3,IA-33,item1-1,1,,,false
30,3,IA-34,The system is expected to have little to no negative impact on the health and well-being of individuals as it will be used to triage applications and to automate certain positive eligibility determinations.,,The system is expected to have little to no negative impact on the health and well-being of individuals as it will be used to triage applications and to automate certain positive eligibility determinations.,"On s’attend à ce que le système ait peu ou pas d’incidence négative sur la santé et le bien-être des personnes, car il sera utilisé pour trier les demandes et automatiser certaines décisions favorables concernant l’admissibilité.",false
31,3,IA-35,item1-1,1,,,false
32,3,IA-36,The system is expected to have little to no negative impact on the economic interests of individuals as it will be used to triage applications and to automate certain positive eligibility determinations.,,The system is expected to have little to no negative impact on the economic interests of individuals as it will be used to triage applications and to automate certain positive eligibility determinations.,"On s’attend à ce que le système ait peu ou pas d’incidence négative sur les intérêts économiques des personnes, car il sera utilisé pour trier les demandes et automatiser certaines décisions favorables concernant
l’admissibilité.",false
33,3,IA-37,item1-1,1,,,false
34,3,IA-38,The system is expected to have little to no negative impact on the environment as it will be used to triage applications and to automate certain positive eligibility determinations. ,,The system is expected to have little to no negative impact on the environment as it will be used to triage applications and to automate certain positive eligibility determinations. ,"On s’attend à ce que le système ait peu ou pas d’incidence négative sur
l’environnement, car il sera utilisé pour trier les demandes et automatiser certaines décisions favorables concernant l’admissibilité.",false
35,3,IA-41,item1-4,4,,,false
36,3,IA-43,item1-4,4,,,false
37,3,IA-44,item1-1,1,,,false
38,3,IA-45,item4-3,3,,,false
39,3,IA-46,item2-1,1,,,false
40,3,IA-47,item1-4,4,,,false
41,3,IA-48,item1-1,1,,,false
42,3,IA-49,item1-0,0,,,false
43,3,IA-51,item2-0,0,,,false
44,3,IA-52,item1-2,,,,true
45,3,IA-53,item1-0,0,item1-0,,false
46,3,MQ-01,item1-1,1,,,false
47,3,MQ-02,"item2,item4,item5,item6,item7,item8,item9",,,,true
48,3,MQ-03,"- Integrity Risk Management 
- Centralized Network 
- GBA+  ",,"- Integrity Risk Management 
- Centralized Network 
- GBA+  ","- Gestion des risques pour l’intégrité
- Réseau centralisé 
- ACS+",false
49,3,MQ-04,item1-1,1,,,false
50,3,MQ-05,"item10,item7,item9",,,,true
51,3,MQ-06,"- Statistics Canada
- Immigration lawyers",,"- Statistics Canada
- Immigration lawyers","- Statistique Canada
- Avocats en immigration",false
52,3,MQ-07,item1-2,2,,,false
53,3,MQ-08,item2-0,0,,,false
54,3,MQ-09,item1-1,1,,,false
55,3,MQ-10,item2-0,0,,,false
56,3,MQ-11,item1-1,1,,,false
57,3,MQ-12,item2-0,0,,,false
58,3,MQ-13,item1-2,2,,,false
59,3,MQ-14,item1-2,2,,,false
60,3,MQ-15,item2-0,0,,,false
61,3,MQ-16,item2-0,0,,,false
62,3,MQ-17,item1-1,1,,,false
63,3,MQ-18,item1-2,2,,,false
64,3,MQ-19,item1-2,2,,,false
65,3,MQ-20,item1-1,1,,,false
66,3,MQ-21,item1-2,2,,,false
67,3,MQ-22,item1-1,1,,,false
68,3,MQ-23,item1-1,1,,,false
69,3,MQ-24,item1-2,2,,,false
70,3,MQ-25,item1-1,1,,,false
71,3,MQ-26,item1-2,2,,,false
72,3,MQ-27,item1-1,1,,,false
73,3,MQ-28,item1-1,1,,,false
74,3,MQ-29,item1-2,2,,,false
75,3,MQ-30,item1-2,2,,,false
76,3,MQ-31,item1-1,1,,,false
77,3,MQ-32,item1-2,2,,,false
78,3,MQ-33,item2-0,0,,,false
79,3,MQ-34,item2-0,0,,,false
80,3,MQ-36,item1-1,1,,,false
81,3,MQ-37,item2-0,0,,,false
82,3,MQ-38,item2-0,0,,,false
83,8,PD-01,Various Stakeholders at IRCC,,Various Stakeholders at IRCC,Divers répondants à IRCC,false
84,8,PD-02,N/A,,N/A,S.O.,false
85,8,PD-03,050,,050,,false
86,8,PD-04,Operations Planning and Performance Branch,,Operations Planning and Performance Branch,Planification et rendement des opérations,false
87,8,PD-05,Automated Triage and Positive Eligibility Determinations of In-Canada Work Permit Applications,,Automated Triage and Positive Eligibility Determinations of In-Canada Work Permit Applications,Triage et déterminations positives de la recevabilité automatisés des demandes de permis de travail pour les demandeurs au Canada,false
88,8,PD-06,N/A,,N/A,S.O.,false
89,8,PD-07,Temporary Workers,,Temporary Workers,Travailleurs temporaires,false
90,8,PD-08,item2,,,,false
91,8,PD-09,"""This project seeks to streamline the eligibility assessment for post-graduate work permits (PGWP) and other in-Canada work permit applications in order to help IRCC decision makers process applications more efficiently. This will be achieved by implementing two tools, one for PGWP and one for other work permit extensions. Given the similarity between these tools, this AIA covers both. Each tool identifies routine applications for streamlined processing and sorts applications into tiers based on their level of complexity. When an application is deemed routine for streamlined processing, the tools can determine only that an applicant is eligible. More complex applications are assigned to officers for regular manual processing and decision, as before. For routine applications, the tools can only make positive eligibility determinations; they cannot make any ineligibility determinations, nor recommend ineligibility. The tools do not assess applications for admissibility, although known admissibility concerns form part of the triage criteria to ensure that complex applications are triaged immediately to officers having the requisite expertise to conduct the assessment. 

All admissibility assessments continue to be performed by officers, who are required to review all relevant file information in processing applications, including the information provided in additional documents. Officers make the final decision on all applications. 

Each application continues to receive an individualized assessment. 

No artificial intelligence or machine learning was used to build these tools. They rely entirely on rules created by IRCC staff based on program eligibility and admissibility criteria.

Officers are trained to not let the triage results influence their decisions. Additionally, the user manual explicitly states that the triage bins are administrative groupings to facilitate processing and that they provide no guidance whatsoever on client risk level. These measures mitigate the risk that officers could be unduly influenced by the tools' outputs (also known as “automation bias”).  

An ongoing quality assurance process has been implemented to monitor whether officers make the same positive eligibility determinations as the tools. This process ensures that biases have not been introduced by the tools.

As a further safeguard, the rules in both tools undergo an extensive review process. Before they are introduced, and at regular intervals afterward, rules are reviewed by experienced officers, legal, policy, and data science experts, as well as senior executives to ensure they are logical, understandable, non-discriminatory and aligned with established eligibility criteria. Regular monitoring and quality assurance measures also help make sure the tools perform as intended and that any unforeseen negative impacts such as bias or discrimination can be identified early and mitigated.

The rules may not be disclosed to the public to safeguard the integrity of the immigration system. ""
",,"""This project seeks to streamline the eligibility assessment for post-graduate work permits (PGWP) and other in-Canada work permit applications in order to help IRCC decision makers process applications more efficiently. This will be achieved by implementing two tools, one for PGWP and one for other work permit extensions. Given the similarity between these tools, this AIA covers both. Each tool identifies routine applications for streamlined processing and sorts applications into tiers based on their level of complexity. When an application is deemed routine for streamlined processing, the tools can determine only that an applicant is eligible. More complex applications are assigned to officers for regular manual processing and decision, as before. For routine applications, the tools can only make positive eligibility determinations; they cannot make any ineligibility determinations, nor recommend ineligibility. The tools do not assess applications for admissibility, although known admissibility concerns form part of the triage criteria to ensure that complex applications are triaged immediately to officers having the requisite expertise to conduct the assessment. 

All admissibility assessments continue to be performed by officers, who are required to review all relevant file information in processing applications, including the information provided in additional documents. Officers make the final decision on all applications. 

Each application continues to receive an individualized assessment. 

No artificial intelligence or machine learning was used to build these tools. They rely entirely on rules created by IRCC staff based on program eligibility and admissibility criteria.

Officers are trained to not let the triage results influence their decisions. Additionally, the user manual explicitly states that the triage bins are administrative groupings to facilitate processing and that they provide no guidance whatsoever on client risk level. These measures mitigate the risk that officers could be unduly influenced by the tools' outputs (also known as “automation bias”).  

An ongoing quality assurance process has been implemented to monitor whether officers make the same positive eligibility determinations as the tools. This process ensures that biases have not been introduced by the tools.

As a further safeguard, the rules in both tools undergo an extensive review process. Before they are introduced, and at regular intervals afterward, rules are reviewed by experienced officers, legal, policy, and data science experts, as well as senior executives to ensure they are logical, understandable, non-discriminatory and aligned with established eligibility criteria. Regular monitoring and quality assurance measures also help make sure the tools perform as intended and that any unforeseen negative impacts such as bias or discrimination can be identified early and mitigated.

The rules may not be disclosed to the public to safeguard the integrity of the immigration system. ""
","""Ce projet a pour but de simplifier l’évaluation de la recevabilité des demandes de permis de travail postdiplôme (PTPD) et des autres demandes de permis de travail au Canada afin d’aider les décideurs d’IRCC à traiter les demandes de manière plus efficace. Pour ce faire, deux outils seront mis en oeuvre, l’un pour les PTPD et l’autre pour les autres prolongations de permis de travail. Étant donné la similitude de ces outils, cette EIA s’applique aux deux. Chaque outil identifie les demandes ordinaires qui feront l’objet d’un traitement simplifié et trie les demandes dans des bacs, selon leur niveau de complexité. Lorsqu’une demande est considérée comme une demande ordinaire pour un traitement simplifié, les outils peuvent uniquement déterminer que le demandeur est recevable. Les demandes plus complexes sont confiées à des agents qui les traitent manuellement et prennent une décision, comme auparavant. Dans le cas des demandes ordinaires, les outils peuvent seulement arriver à une détermination positive de la recevabilité; ils ne peuvent pas en déterminer l’irrecevabilité ni la recommander. Les outils n’évaluent pas l'interdiction de territoire, mais les problèmes connus d'interdiction de territoire font partie des critères de triage pour s’assurer que les demandes complexes sont immédiatement triées aux agents ayant l’expertise requise pour effectuer l’évaluation.

Toutes les évaluations d'interdiction de territoire continuent d’être effectuées par les agents, qui sont tenus d’examiner tous les renseignements pertinents du dossier lors du traitement des demandes, y compris les renseignements fournis dans les documents supplémentaires. Les agents prennent la décision définitive concernant toutes les demandes.

Chaque demande continue de faire l’objet d’une évaluation individualisée.

Aucune intelligence artificielle ni apprentissage automatique n’ont été utilisés pour bâtir ces outils. Ils reposent entièrement sur des règles créées par le personnel d’IRCC en fonction des critères de recevabilité et d'interdiction de territoire du programme.

Les agents sont formés afin de ne pas laisser les résultats du triage influencer leurs décisions. En outre, le guide de l'utilisateur énonce de manière explicite que les bacs de triage constituent des groupements administratifs afin de faciliter le traitement et qu'ils ne fournissent aucune indication du niveau de risque du client. Ces mesures atténuent le risque que les agents soient indûment influencés par les résultats des outils (ce que l’on appelle le « biais d’automatisation »).

Un processus continu d’assurance de la qualité a été mis en place pour vérifier si les agents prennent les mêmes décisions favorables concernant la recevabilité que les outils. Ce processus garantit que les outils n’introduisent
pas de biais.

Comme garantie supplémentaire, les règles des deux outils font l’objet d’un processus d’examen approfondi. Avant leur mise en oeuvre, et à intervalles réguliers par la suite, les règles sont examinées par des agents expérimentés, des experts dans les domaines du droit, des politiques et de la science des données, ainsi que par des cadres supérieurs, afin de s’assurer qu’elles sont logiques, compréhensibles, non discriminatoires et harmonisées avec les critères de recevabilité établis. Une surveillance régulière et des mesures d’assurance de la qualité aident également à veiller à ce que les outils fonctionnent comme prévu, ainsi qu’à détecter rapidement et à atténuer toute répercussion négative imprévue, comme les biais ou la discrimination.

Les règles ne peuvent être divulguées au public afin de préserver l’intégrité du système d’immigration. """,false
92,8,PD-10,item5,,,,true
93,8,IA-01,"item1,item5,item6",,,,true
94,8,IA-02,"Facilitate more efficient use of IRCC resources in the processing of applications, assist in managing the growing volume of applications, and improve processing times.",,"Facilitate more efficient use of IRCC resources in the processing of applications, assist in managing the growing volume of applications, and improve processing times.","Faciliter une utilisation plus efficace des ressources d’IRCC dans le traitement des demandes, aider à gérer le volume croissant de demandes, améliorer les délais de traitement.",false
95,8,IA-03,"The primary benefit for clients will be faster decisions thanks to more efficient processing. During the pandemic, processing times grew beyond service standards. Clients have expressed dissatisfaction at the delays in obtaining a decision. 
",,"The primary benefit for clients will be faster decisions thanks to more efficient processing. During the pandemic, processing times grew beyond service standards. Clients have expressed dissatisfaction at the delays in obtaining a decision. 
","Le principal avantage pour les clients sera des décisions plus rapides grâce à un traitement plus efficace. Pendant la pandémie, les délais de traitement n’ont pas respecté les normes de service. Les clients ont exprimé leur mécontentement quant aux délais pour l’obtention d’une décision.",false
96,8,IA-04,"The primary benefit will be for foreign nationals who have applied for an in-Canada work permit, as their applications will be processed faster. Employers will benefit through a more rapid availability of foreign workers.
",,"The primary benefit will be for foreign nationals who have applied for an in-Canada work permit, as their applications will be processed faster. Employers will benefit through a more rapid availability of foreign workers.
",Les principal avantage sera que les étrangers qui ont demandé un permis de travail au Canada verront leur demande traitée plus rapidement. Les employeurs bénéficieront d’une disponibilité plus rapide des travailleurs étrangers.,false
97,8,IA-05,item3-0,0,,,false
98,8,IA-06,"IRCC will be able to allocate its resources more efficiently to achieve program objectives. Through automated positive eligibility determinations of routine applications, officers will be freed up to focus on other cases, yielding more efficient processing for all applications. Program integrity will be maintained through safeguards in the system.
",,"IRCC will be able to allocate its resources more efficiently to achieve program objectives. Through automated positive eligibility determinations of routine applications, officers will be freed up to focus on other cases, yielding more efficient processing for all applications. Program integrity will be maintained through safeguards in the system.
","IRCC sera en mesure d’allouer ses ressources de manière plus efficace pour atteindre les objectifs du programme. Grâce à l’automatisation des déterminations favorables concernant la recevabilité des demandes ordinaires, les agents pourront se concentrer sur les autres cas, ce qui se traduira par un traitement plus efficace de toutes les demandes. L’intégrité du programme sera maintenue grâce à des mesures de protection dans le système.",false
99,8,IA-07,"The tools only apply to applications for in-Canada work permit applications. Their scope is limited to the functionality described above.
",,"The tools only apply to applications for in-Canada work permit applications. Their scope is limited to the functionality described above.
",Les outils ne s’appliquent qu’aux demandes de permis de travail pour les demandeurs au Canada. Leur portée est limitée à la fonctionnalité décrite ci-dessus.,false
100,8,IA-08,"The desire for more efficient processing had to be reconciled with the preservation of the integrity of the immigration system by ensuring proper due diligence in adjudicating applications. 
",,"The desire for more efficient processing had to be reconciled with the preservation of the integrity of the immigration system by ensuring proper due diligence in adjudicating applications. 
",Il a fallu concilier l'objectif d’un traitement plus efficace avec la préservation de l’intégrité du système d’immigration en assurant une diligence raisonnable dans le traitement des demandes.,false
101,8,IA-09,item1-0,0,,,false
102,8,IA-10,"A Strengths-Weaknesses-Opportunities-Threats (SWOT) analysis was undertaken to assess the merits of introducing an automation tool for the PGWP program. It found that automation will allow greater improvements in processing speed and a more efficient use of program resources.
",,"A Strengths-Weaknesses-Opportunities-Threats (SWOT) analysis was undertaken to assess the merits of introducing an automation tool for the PGWP program. It found that automation will allow greater improvements in processing speed and a more efficient use of program resources.
","Une analyse des forces, faiblesses, possibilités et menaces (FFPM) a été entreprise pour évaluer le bien-fondé de l’introduction d’un outil d’automatisation pour le programme des PTPD. Elle a révélé que l’automatisation permettrait une plus grande amélioration de la vitesse de traitement et une utilisation plus efficace des ressources du programme.",false
103,8,IA-11,item2-2,,,,true
104,8,IA-13,item1-3,3,,,false
105,8,IA-14,item2-0,0,,,false
106,8,IA-15,item1-4,4,,,false
107,8,IA-16,item2-0,0,,,false
108,8,IA-17,item2-0,0,,,false
109,8,IA-18,item2-0,0,,,false
110,8,IA-19,item2-0,0,,,false
111,8,IA-20,item2-0,0,,,false
112,8,IA-21,Immigration services,,Immigration services,Services d'immigration,false
113,8,IA-22,"Routine applications receive an automated positive eligibility determination. The tools cannot refuse nor recommend refusals. Officers continue to review admissibility and make the final decision on all applications. Applications that do not receive an automated positive eligibility determination are triaged automatically to ensure timely processing by officers having the requisite expertise. 
",,"Routine applications receive an automated positive eligibility determination. The tools cannot refuse nor recommend refusals. Officers continue to review admissibility and make the final decision on all applications. Applications that do not receive an automated positive eligibility determination are triaged automatically to ensure timely processing by officers having the requisite expertise. 
",Les demandes ordinaires font l’objet d’une évaluation favorable automatisée de leur recevabilité. Les outils ne peuvent rejeter des demandes ni en recommander le rejet. Les agents continuent d’examiner l'interdiction de territoire et prennent la décision finale pour toutes les demandes. Les demandes qui ne font pas l’objet d’une évaluation favorable automatisée de leur recevabilité sont triées automatiquement afin de garantir un traitement rapide par des agents possédant l’expertise requise.,false
114,8,IA-23,item6-1,,,,true
115,8,IA-24,item1-2,2,,,false
116,8,IA-26,item1-4,4,,,false
117,8,IA-27,item1-1,1,item1-1,,false
118,8,IA-28,item2-2,2,item2-2,,false
119,8,IA-29,item1-4,4,,,false
120,8,IA-30,item2-2,2,,,false
121,8,IA-31,item1-1,1,,,false
122,8,IA-32,"Clients whose application is refused have 90 days to re-apply. Additionally, the refused applicant has recourse through Judicial Review in the Federal Court.  IRCC approves many clients with prior refusals. The impact of most refusals is not perpetual. However, it should be noted that the tools will only automate approvals of eligibility, they will not make nor recommend any decisions on ineligibility. Consequently, the tools themselves does not cause negative impacts.",,,,false
123,8,IA-33,item1-1,1,,,false
124,8,IA-34,The tools are expected to have little to no negative impact on the health and well-being of individuals as they will solely be used to triage applications and to automate certain positive eligibility determinations.,,The tools are expected to have little to no negative impact on the health and well-being of individuals as they will solely be used to triage applications and to automate certain positive eligibility determinations.,"On s’attend à ce que les outils aient une incidence faible ou nulle sur la santé et le bien-être des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",false
125,8,IA-35,item1-1,1,,,false
126,8,IA-36,The tools are expected to have little to no negative impact on the economic interests of individuals as they will solely be used to triage applications and to automate certain positive eligibility determinations. The tools cannot refuse or recommend a refusal.,,The tools are expected to have little to no negative impact on the economic interests of individuals as they will solely be used to triage applications and to automate certain positive eligibility determinations. The tools cannot refuse or recommend a refusal.,"On s’attend à ce que les outils aient une incidence faible ou nulle sur les intérêts économiques des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité. Les outils ne peuvent rejeter des demandes ou en recommander le rejet.",false
127,8,IA-37,item1-1,1,,,false
128,8,IA-38,The tools are expected to have no negative impact on the environment as they will solely be used to triage applications and to automate certain positive eligibility determinations. ,,The tools are expected to have no negative impact on the environment as they will solely be used to triage applications and to automate certain positive eligibility determinations. ,"On s’attend à ce que les outils aient une incidence faible ou nulle sur l’environnement, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",false
129,8,IA-39,item1-1,1,,,false
130,8,IA-40,"All of the tools' rules are carefully vetted for potential bias. The tools will also undergo a GBA Plus assessment. Privacy considerations are taken into account from the beginning of the design. The tools only consider information about the client that is relevant and reasonable in the context of the legislative and regulatory requirements of the program. 

The tools are expected to have little to no negative impact as they will solely be used to triage applications and to automate certain positive eligibility determinations.",,"All of the tools' rules are carefully vetted for potential bias. The tools will also undergo a GBA Plus assessment. Privacy considerations are taken into account from the beginning of the design. The tools only consider information about the client that is relevant and reasonable in the context of the legislative and regulatory requirements of the program. 

The tools are expected to have little to no negative impact as they will solely be used to triage applications and to automate certain positive eligibility determinations.","Toutes les règles des outils sont soigneusement vérifiées pour éviter tout biais éventuel. Les outils feront également l’objet d’une évaluation en vertu de l’ACS Plus. Les considérations relatives à la protection des renseignements personnels sont prises en compte dès le début de la conception. Les outils ne tiennent compte que des renseignements sur le client qui sont pertinents et raisonnables dans le contexte des exigences législatives et réglementaires du programme. 

On s’attend à ce que les outils aient une incidence faible ou nulle, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",false
131,8,IA-41,item1-4,4,,,false
132,8,IA-42,PPU 068,,PPU 068,PPU 068,false
133,8,IA-43,item1-4,4,,,false
134,8,IA-44,item1-1,1,,,false
135,8,IA-45,item4-3,3,,,false
136,8,IA-46,item2-1,1,,,false
137,8,IA-47,item1-4,4,,,false
138,8,IA-48,item1-1,1,,,false
139,8,IA-49,item1-0,0,,,false
