file,dataset_id,format,status,detail
1257e5c1-243f-4ab8-be42-e7433c8ebe70/annex-b.-resultats-de-levaluation-de-lincidence-algorithmique-pdf.pdf,1257e5c1-243f-4ab8-be42-e7433c8ebe70,.pdf,ok,
1257e5c1-243f-4ab8-be42-e7433c8ebe70/summary-for-publication-passport-facial-recognition-system-gba-plus.pdf,1257e5c1-243f-4ab8-be42-e7433c8ebe70,.pdf,ok,
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378/3.0-annex-a-peer-review-for-itat-and-ircc-response.pdf,240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,.pdf,ok,
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378/3.1-annex-a-french-peer-review-for-itat-and-ircc-response.pdf,240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,.pdf,ok,
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378/aia-document-in-pdf-format-en.pdf,240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,.pdf,ok,
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378/aia-document-in-pdf-format-fr.pdf,240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,.pdf,ok,
240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378/aia-results_mar-25.json,240f1dbc-a3b5-46b1-9b5f-d0d3cbec9378,.json,ok,
24d2cab2-6a0d-4234-9239-b6ce102ebabd/aia-results_second_assesment.json,24d2cab2-6a0d-4234-9239-b6ce102ebabd,.json,ok,
24d2cab2-6a0d-4234-9239-b6ce102ebabd/aia_ae_reduction_inventaire.pdf,24d2cab2-6a0d-4234-9239-b6ce102ebabd,.pdf,ok,
24d2cab2-6a0d-4234-9239-b6ce102ebabd/aia_ei_backlog_reduction.pdf,24d2cab2-6a0d-4234-9239-b6ce102ebabd,.pdf,ok,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2/algorithmic-impact-assessment-cbsa-assessment-and-revenue-management-carm.pdf,44fe9b0d-d730-43cf-ba7e-d952d55f88f2,.pdf,ok,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2/levaluation-de-lincidence-algorithmique-gestion-des-cotisations-et-des-recettes-de-lasfc-gcra.pdf,44fe9b0d-d730-43cf-ba7e-d952d55f88f2,.pdf,ok,
52b8574d-5c95-463b-b375-8edd092cea30/algorithmic-impact-assessment-processus-de-dotation-avec-la-plateforme-knockri-un-outil-devaluat.pdf,52b8574d-5c95-463b-b375-8edd092cea30,.pdf,ok,
52b8574d-5c95-463b-b375-8edd092cea30/algorithmic-impact-assessment-using-artificial-intelligence-ai-to-automate-candidate-evaluation.json,52b8574d-5c95-463b-b375-8edd092cea30,.json,ok,
52b8574d-5c95-463b-b375-8edd092cea30/algorithmic-impact-assessment-using-artificial-intelligence-ai-to-automate-candidate-evaluations.pdf,52b8574d-5c95-463b-b375-8edd092cea30,.pdf,ok,
5423054a-093c-4239-85be-fa0b36ae0b2e/aia-en-fr.xlsx,5423054a-093c-4239-85be-fa0b36ae0b2e,.xlsx,ok,
5423054a-093c-4239-85be-fa0b36ae0b2e/aiaen.xlsx,5423054a-093c-4239-85be-fa0b36ae0b2e,.xlsx,ok,
5423054a-093c-4239-85be-fa0b36ae0b2e/page_en.html,5423054a-093c-4239-85be-fa0b36ae0b2e,.html,ok,
5423054a-093c-4239-85be-fa0b36ae0b2e/page_fr.html,5423054a-093c-4239-85be-fa0b36ae0b2e,.html,ok,
6b429c8e-ee5b-451a-883f-b6180ada9286/1-aia_ei_ml_workload_en.pdf,6b429c8e-ee5b-451a-883f-b6180ada9286,.pdf,ok,
6b429c8e-ee5b-451a-883f-b6180ada9286/1-aia_ei_ml_workload_fr.pdf,6b429c8e-ee5b-451a-883f-b6180ada9286,.pdf,ok,
6b429c8e-ee5b-451a-883f-b6180ada9286/aia-results_json.json,6b429c8e-ee5b-451a-883f-b6180ada9286,.json,ok,
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/peer-review-for-advanced-analytics-triage-of-overseas-temporary-resident-visa-applications-engli.pdf,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,.pdf,ok,
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/peer-review-for-advanced-analytics-triage-of-overseas-temporary-resident-visa-applications-frenc.pdf,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,.pdf,ok,
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/trv-aia-en-fr-results-24-may-2022.json,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,.json,ok,
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/trv-aia-en-may-2022.pdf,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,.pdf,ok,
6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0/trv-aia-fr-may-2022.pdf,6cba99b1-ea2c-4f8a-b954-3843ecd3a7f0,.pdf,ok,
71b309a0-efd2-4e85-8124-37e935c23aef/aia-results-resultats-de-leia-1.json,71b309a0-efd2-4e85-8124-37e935c23aef,.json,ok,
71b309a0-efd2-4e85-8124-37e935c23aef/annex-a-aast-aia-2025-01-28-en.pdf.pdf,71b309a0-efd2-4e85-8124-37e935c23aef,.pdf,ok,
71b309a0-efd2-4e85-8124-37e935c23aef/annex-b-aast-aia-2025-01-28-fr.pdf.pdf,71b309a0-efd2-4e85-8124-37e935c23aef,.pdf,ok,
7612202f-1530-41ce-80c7-6e121f5fcadc/voice2text_aia-en.pdf,7612202f-1530-41ce-80c7-6e121f5fcadc,.pdf,ok,
7612202f-1530-41ce-80c7-6e121f5fcadc/voice2text_aia-fr.pdf,7612202f-1530-41ce-80c7-6e121f5fcadc,.pdf,ok,
89898244-aaae-4591-ba9b-fe5cd81d5924/griffeye-aia-en.pdf,89898244-aaae-4591-ba9b-fe5cd81d5924,.pdf,ok,
89898244-aaae-4591-ba9b-fe5cd81d5924/griffeye-aia_fre.pdf,89898244-aaae-4591-ba9b-fe5cd81d5924,.pdf,ok,
9addf54a-7148-459f-b785-0e240414ef7f/mentalhealthbenefit-aia-en.pdf,9addf54a-7148-459f-b785-0e240414ef7f,.pdf,ok,
9addf54a-7148-459f-b785-0e240414ef7f/mentalhealthbenefit-aia-fr.pdf,9addf54a-7148-459f-b785-0e240414ef7f,.pdf,ok,
9addf54a-7148-459f-b785-0e240414ef7f/vac-mentalhealthbenefits-aia.json,9addf54a-7148-459f-b785-0e240414ef7f,.json,ok,
aafdfbcd-1cdb-4913-84d5-a03df727680c/aia-automation.json,aafdfbcd-1cdb-4913-84d5-a03df727680c,.json,ok,
aafdfbcd-1cdb-4913-84d5-a03df727680c/automation-aia-en.pdf,aafdfbcd-1cdb-4913-84d5-a03df727680c,.pdf,ok,
aafdfbcd-1cdb-4913-84d5-a03df727680c/automation-aia-fr.pdf,aafdfbcd-1cdb-4913-84d5-a03df727680c,.pdf,ok,
ad4be3b8-ac97-4dc1-8dd8-231239d018f2/2.-f-01257746-annex-a-aia-en.pdf,ad4be3b8-ac97-4dc1-8dd8-231239d018f2,.pdf,ok,
ad4be3b8-ac97-4dc1-8dd8-231239d018f2/aia-fr-4.pdf,ad4be3b8-ac97-4dc1-8dd8-231239d018f2,.pdf,ok,
ad4be3b8-ac97-4dc1-8dd8-231239d018f2/aia-results-2.json,ad4be3b8-ac97-4dc1-8dd8-231239d018f2,.json,ok,
afc17416-3781-422d-a4a9-cc55e3a053c8/arrivecan-2021-10-06v11.json,afc17416-3781-422d-a4a9-cc55e3a053c8,.json,ok,
afc17416-3781-422d-a4a9-cc55e3a053c8/english-arrivecan-2021-10-06v11.pdf,afc17416-3781-422d-a4a9-cc55e3a053c8,.pdf,ok,
afc17416-3781-422d-a4a9-cc55e3a053c8/francais-arrivecan-2021-10-06v11.pdf,afc17416-3781-422d-a4a9-cc55e3a053c8,.pdf,ok,
b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/tfwp_aia_en_0206_v3.pdf,b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,.pdf,ok,
b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/tfwp_aia_fr_0206_v3.pdf,b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,.pdf,ok,
b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/tfwp_opengovernmentportal_en.json,b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,.json,ok,
b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80/tfwp_opengovernmentportal_fr.json,b3dc23b6-8c06-4c45-bc65-4cb4ec30bf80,.json,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/aia-iec-applications-en.pdf,b4a417f7-5040-4328-9863-bb8bbb8568c3,.pdf,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/aia-iec-applications-fr.pdf,b4a417f7-5040-4328-9863-bb8bbb8568c3,.pdf,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/examen-par-les-pairs-du-modele-de-recevabilite-du-permis-de-travail-dexperience-internationale-c.pdf,b4a417f7-5040-4328-9863-bb8bbb8568c3,.pdf,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/iec-aia-results.json,b4a417f7-5040-4328-9863-bb8bbb8568c3,.json,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/iec-wp-eligibility-model-gba-plus-analysis-public-en-accessibility-check.pdf,b4a417f7-5040-4328-9863-bb8bbb8568c3,.pdf,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/iec-wp-eligibility-model-gba-plus-analysis-public-fr-accessibility-check.pdf,b4a417f7-5040-4328-9863-bb8bbb8568c3,.pdf,ok,
b4a417f7-5040-4328-9863-bb8bbb8568c3/peer-review-of-the-international-experience-canada-work-permit-eligibility-model-executive-summa.pdf,b4a417f7-5040-4328-9863-bb8bbb8568c3,.pdf,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/aia-on-cuaet-automation.json,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.json,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/en_peer-review-of-the-automation-to-process-cuaet-tr-applications-executive-summary.pdf,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.pdf,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/f01253979-annex-a-aia-on-cuaet-automation-en.pdf,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.pdf,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/f01253979-annex-b-aia-on-cuaet-automation-fr.pdf,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.pdf,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/fr_peer-review-of-the-automation-to-process-cuaet-tr-applications-executive-summary.pdf,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.pdf,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/gender-based-analysis-plus-summary-automate-the-review-of-non-complex-applications-for-temporary.pdf,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.pdf,ok,
b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d/resume-de-lanalyse-comparative-entre-les-sexes-plus-processus-decisionnel-automatise-pour-les-de.pdf,b92cbf7b-3b1c-4b02-a219-ce5b9bdb030d,.pdf,ok,
c088f841-2d79-4c7e-9281-cc65cbae1b06/aia-results_bilingual.json,c088f841-2d79-4c7e-9281-cc65cbae1b06,.json,ok,
c088f841-2d79-4c7e-9281-cc65cbae1b06/pact-aia_en.pdf,c088f841-2d79-4c7e-9281-cc65cbae1b06,.pdf,ok,
c088f841-2d79-4c7e-9281-cc65cbae1b06/pact-aia_fr.pdf,c088f841-2d79-4c7e-9281-cc65cbae1b06,.pdf,ok,
c088f841-2d79-4c7e-9281-cc65cbae1b06/peer-review-assessment-report-summary_for-publication.pdf,c088f841-2d79-4c7e-9281-cc65cbae1b06,.pdf,ok,
c088f841-2d79-4c7e-9281-cc65cbae1b06/peer-review-assessment-report-summary_for-publication_tg_fr_final.pdf,c088f841-2d79-4c7e-9281-cc65cbae1b06,.pdf,ok,
c839bedc-0d5f-4b02-98a7-671d1f60ac51/algorithmic-impact-assessment-cst.pdf,c839bedc-0d5f-4b02-98a7-671d1f60ac51,.pdf,ok,
c839bedc-0d5f-4b02-98a7-671d1f60ac51/resultats-de-levaluation-de-lincidence-algorithmique-ordii.pdf,c839bedc-0d5f-4b02-98a7-671d1f60ac51,.pdf,ok,
cea9985f-5e0f-425e-9b7e-e1d122272c56/aors-aia-1.csv,cea9985f-5e0f-425e-9b7e-e1d122272c56,.csv,ok,
cea9985f-5e0f-425e-9b7e-e1d122272c56/atip-digital-services-aia-en.pdf,cea9985f-5e0f-425e-9b7e-e1d122272c56,.pdf,ok,
cea9985f-5e0f-425e-9b7e-e1d122272c56/atip-digital-services-aia.json,cea9985f-5e0f-425e-9b7e-e1d122272c56,.json,ok,
cea9985f-5e0f-425e-9b7e-e1d122272c56/en-data-dictionary-aia-aors.csv,cea9985f-5e0f-425e-9b7e-e1d122272c56,.csv,ok,
cea9985f-5e0f-425e-9b7e-e1d122272c56/fr-data-dictionary-aia-aors.csv,cea9985f-5e0f-425e-9b7e-e1d122272c56,.csv,ok,
cea9985f-5e0f-425e-9b7e-e1d122272c56/services-numeriques-aiprp-eia-fr.pdf,cea9985f-5e0f-425e-9b7e-e1d122272c56,.pdf,ok,
d24ae2dd-8399-4b49-8441-3e0318aaf69a/rap-evm_aia_en_2.pdf,d24ae2dd-8399-4b49-8441-3e0318aaf69a,.pdf,ok,
d24ae2dd-8399-4b49-8441-3e0318aaf69a/rap-evm_en.json,d24ae2dd-8399-4b49-8441-3e0318aaf69a,.json,ok,
d24ae2dd-8399-4b49-8441-3e0318aaf69a/rap-evm_fr.json,d24ae2dd-8399-4b49-8441-3e0318aaf69a,.json,ok,
d24ae2dd-8399-4b49-8441-3e0318aaf69a/rap_evm_aia_fr.pdf,d24ae2dd-8399-4b49-8441-3e0318aaf69a,.pdf,ok,
d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-english.json,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,.json,ok,
d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-english.pdf,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,.pdf,ok,
d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-french.json,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,.json,ok,
d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534/algorithmic-impact-assessment-spouse-or-common-law-partner-in-canada-advanced-analytics-french.pdf,d41f9ec2-bf01-4b2a-bd8d-1b3a8424f534,.pdf,ok,
daa9ca66-566f-4c2e-a285-d2e217c2a00f/aia_roec_en_revised3.pdf,daa9ca66-566f-4c2e-a285-d2e217c2a00f,.pdf,ok,
daa9ca66-566f-4c2e-a285-d2e217c2a00f/aia_roec_fr_revised3.pdf,daa9ca66-566f-4c2e-a285-d2e217c2a00f,.pdf,ok,
daa9ca66-566f-4c2e-a285-d2e217c2a00f/roec_aia-results_2024_v7.json,daa9ca66-566f-4c2e-a285-d2e217c2a00f,.json,ok,
eaeb269c-6ac5-4429-a5aa-1fcc07c77933/client-reporting-and-engagement-system-cresreportin-aia-english-en-1.pdf,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,.pdf,ok,
eaeb269c-6ac5-4429-a5aa-1fcc07c77933/cres-reportin-aia-results.json,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,.json,ok,
eaeb269c-6ac5-4429-a5aa-1fcc07c77933/cres-reportin-peer-review-report-and-response-final.pdf,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,.pdf,ok,
eaeb269c-6ac5-4429-a5aa-1fcc07c77933/srec-jemepresente-eia-resultats.json,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,.json,ok,
eaeb269c-6ac5-4429-a5aa-1fcc07c77933/srec-jemepresente-evaluation-et-reponse-par-les-pairs-final.pdf,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,.pdf,ok,
eaeb269c-6ac5-4429-a5aa-1fcc07c77933/systeme-de-rapports-et-dengagement-des-clients-srecjemepresente-eia-french-fr.pdf,eaeb269c-6ac5-4429-a5aa-1fcc07c77933,.pdf,ok,
eed746a8-a682-47c2-86b1-b427398fa2e2/aia-export-compliance-dashboard-en.pdf,eed746a8-a682-47c2-86b1-b427398fa2e2,.pdf,ok,
eed746a8-a682-47c2-86b1-b427398fa2e2/aia-export-compliance-dashboard-fr.pdf,eed746a8-a682-47c2-86b1-b427398fa2e2,.pdf,ok,
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/aia-en.pdf,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,.pdf,ok,
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/aia-fr.pdf,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,.pdf,ok,
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/aia-results-fr.json,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,.json,ok,
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/gba-plus-summary-_fr_final.pdf,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,.pdf,ok,
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/gba-plus-summary-en_final.pdf,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,.pdf,ok,
f028d40f-3c0e-4a36-8a38-fe18d7aaaa32/surveyresults.json,f028d40f-3c0e-4a36-8a38-fe18d7aaaa32,.json,ok,
f95dbd40-1236-428c-acd1-25b7559686be/2.-annex-a-algorithm-impact-assessment.pdf,f95dbd40-1236-428c-acd1-25b7559686be,.pdf,ok,
f95dbd40-1236-428c-acd1-25b7559686be/aia-fr-may-24.pdf,f95dbd40-1236-428c-acd1-25b7559686be,.pdf,ok,
f95dbd40-1236-428c-acd1-25b7559686be/aia-results-french.json,f95dbd40-1236-428c-acd1-25b7559686be,.json,ok,
f95dbd40-1236-428c-acd1-25b7559686be/peer-review-summary-overseas-spouse-or-partner-advanced-analytics-project-english.pdf,f95dbd40-1236-428c-acd1-25b7559686be,.pdf,ok,
f95dbd40-1236-428c-acd1-25b7559686be/resume-de-lexamen-par-les-pairs-projet-danalytique-avancee-pour-les-epoux-ou-conjoints-a-letrang.pdf,f95dbd40-1236-428c-acd1-25b7559686be,.pdf,ok,
